# academic.paper_trend — 화장품 성분·주제별 월간 논문 수
#
# 소스가 다르면 세는 대상이 다르다. 절대값을 합치거나 이어붙이지 말 것.
#   PubMed      MeSH 확장 주제매칭. 'cosmetic' 이라는 단어가 없는 논문까지 닿는다.
#   Europe PMC  생명과학 색인. 프리프린트와 특허를 포함한다.
# 2019-01 'cosmetic' 이 각각 1205 / 843 인 것은 이견이 아니라 두 개의 다른 질문이다.
#
# 최근 2~3개월은 색인 지연으로 항상 과소집계된다. 하락으로 읽지 말 것.
# 절대 건수가 한 자릿수인 검색어(ethylhexyl triazone 등)는 배수를 쓰면 안 된다 —
# 연 논문 두세 편 차이가 3배로 보인다.
#
# PubMed 1월은 나머지 달의 1.65~2.40배다. 측정한 10개 검색어 전부에서 예외 없이 그렇고,
# Europe PMC 는 1.16배로 훨씬 약하다. 모든 성분이 같은 방향으로 튀므로 성분 얘기가 아니라
# 연초 게재일 몰림에 따른 색인 아티팩트다. 연 단위 비교(paper_growth)는 1월을 양쪽이 한
# 번씩 포함하므로 안전하고, 월별 계열(paper_trend)을 그리면 매년 1월에 봉우리가 선다.
source,query,period,count
europepmc,retinaldehyde,2022-10-01,31
europepmc,retinaldehyde,2022-11-01,36
europepmc,retinaldehyde,2022-12-01,31
europepmc,retinaldehyde,2023-01-01,25
europepmc,retinaldehyde,2023-02-01,21
europepmc,retinaldehyde,2023-03-01,25
europepmc,retinaldehyde,2023-04-01,32
europepmc,retinaldehyde,2023-05-01,37
europepmc,retinaldehyde,2023-06-01,22
europepmc,retinaldehyde,2023-07-01,26
europepmc,retinaldehyde,2023-08-01,20
europepmc,retinaldehyde,2023-09-01,23
europepmc,retinaldehyde,2023-10-01,28
europepmc,retinaldehyde,2023-11-01,20
europepmc,retinaldehyde,2023-12-01,25
europepmc,retinaldehyde,2024-01-01,25
europepmc,retinaldehyde,2024-02-01,22
europepmc,retinaldehyde,2024-03-01,24
europepmc,retinaldehyde,2024-04-01,28
europepmc,retinaldehyde,2024-05-01,28
europepmc,retinaldehyde,2024-06-01,36
europepmc,retinaldehyde,2024-07-01,30
europepmc,retinaldehyde,2024-08-01,31
europepmc,retinaldehyde,2024-09-01,28
europepmc,retinaldehyde,2024-10-01,40
europepmc,retinaldehyde,2024-11-01,26
europepmc,retinaldehyde,2024-12-01,32
europepmc,retinaldehyde,2025-01-01,18
europepmc,retinaldehyde,2025-02-01,23
europepmc,retinaldehyde,2025-03-01,27
europepmc,retinaldehyde,2025-04-01,28
europepmc,retinaldehyde,2025-05-01,27
europepmc,retinaldehyde,2025-06-01,20
europepmc,retinaldehyde,2025-07-01,38
europepmc,retinaldehyde,2025-08-01,22
europepmc,retinaldehyde,2025-09-01,26
europepmc,retinaldehyde,2025-10-01,31
europepmc,retinaldehyde,2025-11-01,29
europepmc,retinaldehyde,2025-12-01,25
europepmc,retinaldehyde,2026-01-01,21
europepmc,retinaldehyde,2026-02-01,28
europepmc,retinaldehyde,2026-03-01,17
europepmc,retinaldehyde,2026-04-01,29
europepmc,retinaldehyde,2026-05-01,28
europepmc,retinaldehyde,2026-06-01,25
europepmc,retinaldehyde,2026-07-01,5
europepmc,retinaldehyde,2026-08-01,1
europepmc,retinol,2019-01-01,232
europepmc,retinol,2019-02-01,158
europepmc,retinol,2019-03-01,152
europepmc,retinol,2019-04-01,153
europepmc,retinol,2019-05-01,202
europepmc,retinol,2019-06-01,216
europepmc,retinol,2019-07-01,181
europepmc,retinol,2019-08-01,177
europepmc,retinol,2019-09-01,187
europepmc,retinol,2019-10-01,166
europepmc,retinol,2019-11-01,215
europepmc,retinol,2019-12-01,225
europepmc,retinol,2020-01-01,223
europepmc,retinol,2020-02-01,192
europepmc,retinol,2020-03-01,204
europepmc,retinol,2020-04-01,217
europepmc,retinol,2020-05-01,242
europepmc,retinol,2020-06-01,233
europepmc,retinol,2020-07-01,272
europepmc,retinol,2020-08-01,231
europepmc,retinol,2020-09-01,258
europepmc,retinol,2020-10-01,288
europepmc,retinol,2020-11-01,291
europepmc,retinol,2020-12-01,248
europepmc,retinol,2021-01-01,316
europepmc,retinol,2021-02-01,291
europepmc,retinol,2021-03-01,290
europepmc,retinol,2021-04-01,285
europepmc,retinol,2021-05-01,290
europepmc,retinol,2021-06-01,278
europepmc,retinol,2021-07-01,247
europepmc,retinol,2021-08-01,285
europepmc,retinol,2021-09-01,299
europepmc,retinol,2021-10-01,290
europepmc,retinol,2021-11-01,277
europepmc,retinol,2021-12-01,294
europepmc,retinol,2022-01-01,303
europepmc,retinol,2022-02-01,266
europepmc,retinol,2022-03-01,349
europepmc,retinol,2022-04-01,323
europepmc,retinol,2022-05-01,263
europepmc,retinol,2022-06-01,288
europepmc,retinol,2022-07-01,311
europepmc,retinol,2022-08-01,334
europepmc,retinol,2022-09-01,335
europepmc,retinol,2022-10-01,334
europepmc,retinol,2022-11-01,309
europepmc,retinol,2022-12-01,295
europepmc,retinol,2023-01-01,357
europepmc,retinol,2023-02-01,286
europepmc,retinol,2023-03-01,316
europepmc,retinol,2023-04-01,314
europepmc,retinol,2023-05-01,291
europepmc,retinol,2023-06-01,286
europepmc,retinol,2023-07-01,248
europepmc,retinol,2023-08-01,289
europepmc,retinol,2023-09-01,284
europepmc,retinol,2023-10-01,251
europepmc,retinol,2023-11-01,264
europepmc,retinol,2023-12-01,259
europepmc,retinol,2024-01-01,324
europepmc,retinol,2024-02-01,257
europepmc,retinol,2024-03-01,251
europepmc,retinol,2024-04-01,300
europepmc,retinol,2024-05-01,304
europepmc,retinol,2024-06-01,294
europepmc,retinol,2024-07-01,286
europepmc,retinol,2024-08-01,298
europepmc,retinol,2024-09-01,294
europepmc,retinol,2024-10-01,327
europepmc,retinol,2024-11-01,278
europepmc,retinol,2024-12-01,295
europepmc,retinol,2025-01-01,360
europepmc,retinol,2025-02-01,316
europepmc,retinol,2025-03-01,290
europepmc,retinol,2025-04-01,336
europepmc,retinol,2025-05-01,311
europepmc,retinol,2025-06-01,318
europepmc,retinol,2025-07-01,381
europepmc,retinol,2025-08-01,315
europepmc,retinol,2025-09-01,343
europepmc,retinol,2025-10-01,323
europepmc,retinol,2025-11-01,331
europepmc,retinol,2025-12-01,331
europepmc,retinol,2026-01-01,347
europepmc,retinol,2026-02-01,288
europepmc,retinol,2026-03-01,294
europepmc,retinol,2026-04-01,272
europepmc,retinol,2026-05-01,249
europepmc,retinol,2026-06-01,188
europepmc,retinol,2026-07-01,60
europepmc,retinol,2026-08-01,25
europepmc,salicylic acid,2019-01-01,300
europepmc,salicylic acid,2019-02-01,276
europepmc,salicylic acid,2019-03-01,257
europepmc,salicylic acid,2019-04-01,262
europepmc,salicylic acid,2019-05-01,302
europepmc,salicylic acid,2019-06-01,235
europepmc,salicylic acid,2019-07-01,268
europepmc,salicylic acid,2019-08-01,265
europepmc,salicylic acid,2019-09-01,283
europepmc,salicylic acid,2019-10-01,325
europepmc,salicylic acid,2019-11-01,324
europepmc,salicylic acid,2019-12-01,317
europepmc,salicylic acid,2020-01-01,351
europepmc,salicylic acid,2020-02-01,316
europepmc,salicylic acid,2020-03-01,331
europepmc,salicylic acid,2020-04-01,323
europepmc,salicylic acid,2020-05-01,337
europepmc,salicylic acid,2020-06-01,348
europepmc,salicylic acid,2020-07-01,402
europepmc,salicylic acid,2020-08-01,383
europepmc,salicylic acid,2020-09-01,417
europepmc,salicylic acid,2020-10-01,397
europepmc,salicylic acid,2020-11-01,358
europepmc,salicylic acid,2020-12-01,374
europepmc,salicylic acid,2021-01-01,473
europepmc,salicylic acid,2021-02-01,444
europepmc,salicylic acid,2021-03-01,445
europepmc,salicylic acid,2021-04-01,463
europepmc,salicylic acid,2021-05-01,432
europepmc,salicylic acid,2021-06-01,473
europepmc,salicylic acid,2021-07-01,470
europepmc,salicylic acid,2021-08-01,477
europepmc,salicylic acid,2021-09-01,459
europepmc,salicylic acid,2021-10-01,476
europepmc,salicylic acid,2021-11-01,476
europepmc,salicylic acid,2021-12-01,496
europepmc,salicylic acid,2022-01-01,584
europepmc,salicylic acid,2022-02-01,475
europepmc,salicylic acid,2022-03-01,562
europepmc,salicylic acid,2022-04-01,507
europepmc,salicylic acid,2022-05-01,542
europepmc,salicylic acid,2022-06-01,561
europepmc,salicylic acid,2022-07-01,545
europepmc,salicylic acid,2022-08-01,579
europepmc,salicylic acid,2022-09-01,642
europepmc,salicylic acid,2022-10-01,659
europepmc,salicylic acid,2022-11-01,591
europepmc,salicylic acid,2022-12-01,675
europepmc,salicylic acid,2023-01-01,617
europepmc,salicylic acid,2023-02-01,557
europepmc,salicylic acid,2023-03-01,607
europepmc,salicylic acid,2023-04-01,502
europepmc,salicylic acid,2023-05-01,528
europepmc,salicylic acid,2023-06-01,514
europepmc,salicylic acid,2023-07-01,503
europepmc,salicylic acid,2023-08-01,482
europepmc,salicylic acid,2023-09-01,537
europepmc,salicylic acid,2023-10-01,485
europepmc,salicylic acid,2023-11-01,565
europepmc,salicylic acid,2023-12-01,481
europepmc,salicylic acid,2024-01-01,637
europepmc,salicylic acid,2024-02-01,507
europepmc,salicylic acid,2024-03-01,535
europepmc,salicylic acid,2024-04-01,496
europepmc,salicylic acid,2024-05-01,575
europepmc,salicylic acid,2024-06-01,494
europepmc,salicylic acid,2024-07-01,589
europepmc,salicylic acid,2024-08-01,529
europepmc,salicylic acid,2024-09-01,546
europepmc,salicylic acid,2024-10-01,550
europepmc,salicylic acid,2024-11-01,575
europepmc,salicylic acid,2024-12-01,563
europepmc,salicylic acid,2025-01-01,645
europepmc,salicylic acid,2025-02-01,601
europepmc,salicylic acid,2025-03-01,596
europepmc,salicylic acid,2025-04-01,575
europepmc,salicylic acid,2025-05-01,608
europepmc,salicylic acid,2025-06-01,577
europepmc,salicylic acid,2025-07-01,723
europepmc,salicylic acid,2025-08-01,652
europepmc,salicylic acid,2025-09-01,655
europepmc,salicylic acid,2025-10-01,640
europepmc,salicylic acid,2025-11-01,638
europepmc,salicylic acid,2025-12-01,661
europepmc,salicylic acid,2026-01-01,685
europepmc,salicylic acid,2026-02-01,540
europepmc,salicylic acid,2026-03-01,591
europepmc,salicylic acid,2026-04-01,574
europepmc,salicylic acid,2026-05-01,468
europepmc,salicylic acid,2026-06-01,387
europepmc,salicylic acid,2026-07-01,127
europepmc,salicylic acid,2026-08-01,57
europepmc,tranexamic acid,2019-01-01,126
europepmc,tranexamic acid,2019-02-01,94
europepmc,tranexamic acid,2019-03-01,92
europepmc,tranexamic acid,2019-04-01,90
europepmc,tranexamic acid,2019-05-01,86
europepmc,tranexamic acid,2019-06-01,80
europepmc,tranexamic acid,2019-07-01,102
europepmc,tranexamic acid,2019-08-01,99
europepmc,tranexamic acid,2019-09-01,108
europepmc,tranexamic acid,2019-10-01,93
europepmc,tranexamic acid,2019-11-01,115
europepmc,tranexamic acid,2019-12-01,115
europepmc,tranexamic acid,2020-01-01,169
europepmc,tranexamic acid,2020-02-01,84
europepmc,tranexamic acid,2020-03-01,136
europepmc,tranexamic acid,2020-04-01,134
europepmc,tranexamic acid,2020-05-01,131
europepmc,tranexamic acid,2020-06-01,157
europepmc,tranexamic acid,2020-07-01,155
europepmc,tranexamic acid,2020-08-01,150
europepmc,tranexamic acid,2020-09-01,163
europepmc,tranexamic acid,2020-10-01,170
europepmc,tranexamic acid,2020-11-01,151
europepmc,tranexamic acid,2020-12-01,141
europepmc,tranexamic acid,2021-01-01,247
europepmc,tranexamic acid,2021-02-01,144
europepmc,tranexamic acid,2021-03-01,185
europepmc,tranexamic acid,2021-04-01,163
europepmc,tranexamic acid,2021-05-01,172
europepmc,tranexamic acid,2021-06-01,176
europepmc,tranexamic acid,2021-07-01,188
europepmc,tranexamic acid,2021-08-01,177
europepmc,tranexamic acid,2021-09-01,161
europepmc,tranexamic acid,2021-10-01,166
europepmc,tranexamic acid,2021-11-01,160
europepmc,tranexamic acid,2021-12-01,150
europepmc,tranexamic acid,2022-01-01,268
europepmc,tranexamic acid,2022-02-01,155
europepmc,tranexamic acid,2022-03-01,191
europepmc,tranexamic acid,2022-04-01,146
europepmc,tranexamic acid,2022-05-01,161
europepmc,tranexamic acid,2022-06-01,177
europepmc,tranexamic acid,2022-07-01,176
europepmc,tranexamic acid,2022-08-01,182
europepmc,tranexamic acid,2022-09-01,161
europepmc,tranexamic acid,2022-10-01,171
europepmc,tranexamic acid,2022-11-01,176
europepmc,tranexamic acid,2022-12-01,166
europepmc,tranexamic acid,2023-01-01,255
europepmc,tranexamic acid,2023-02-01,153
europepmc,tranexamic acid,2023-03-01,172
europepmc,tranexamic acid,2023-04-01,175
europepmc,tranexamic acid,2023-05-01,175
europepmc,tranexamic acid,2023-06-01,157
europepmc,tranexamic acid,2023-07-01,170
europepmc,tranexamic acid,2023-08-01,179
europepmc,tranexamic acid,2023-09-01,153
europepmc,tranexamic acid,2023-10-01,191
europepmc,tranexamic acid,2023-11-01,188
europepmc,tranexamic acid,2023-12-01,170
europepmc,tranexamic acid,2024-01-01,234
europepmc,tranexamic acid,2024-02-01,182
europepmc,tranexamic acid,2024-03-01,203
europepmc,tranexamic acid,2024-04-01,190
europepmc,tranexamic acid,2024-05-01,204
europepmc,tranexamic acid,2024-06-01,167
europepmc,tranexamic acid,2024-07-01,212
europepmc,tranexamic acid,2024-08-01,184
europepmc,tranexamic acid,2024-09-01,230
europepmc,tranexamic acid,2024-10-01,203
europepmc,tranexamic acid,2024-11-01,198
europepmc,tranexamic acid,2024-12-01,216
europepmc,tranexamic acid,2025-01-01,253
europepmc,tranexamic acid,2025-02-01,172
europepmc,tranexamic acid,2025-03-01,219
europepmc,tranexamic acid,2025-04-01,230
europepmc,tranexamic acid,2025-05-01,248
europepmc,tranexamic acid,2025-06-01,231
europepmc,tranexamic acid,2025-07-01,279
europepmc,tranexamic acid,2025-08-01,212
europepmc,tranexamic acid,2025-09-01,250
europepmc,tranexamic acid,2025-10-01,291
europepmc,tranexamic acid,2025-11-01,265
europepmc,tranexamic acid,2025-12-01,256
europepmc,tranexamic acid,2026-01-01,276
europepmc,tranexamic acid,2026-02-01,231
europepmc,tranexamic acid,2026-03-01,225
europepmc,tranexamic acid,2026-04-01,227
europepmc,tranexamic acid,2026-05-01,226
europepmc,tranexamic acid,2026-06-01,175
europepmc,tranexamic acid,2026-07-01,82
europepmc,tranexamic acid,2026-08-01,29
pubmed,adenosine,2019-01-01,1498
pubmed,adenosine,2019-02-01,782
pubmed,adenosine,2019-03-01,893
pubmed,adenosine,2019-04-01,853
pubmed,adenosine,2019-05-01,845
pubmed,adenosine,2019-06-01,780
pubmed,adenosine,2019-07-01,851
pubmed,adenosine,2019-08-01,846
pubmed,adenosine,2019-09-01,772
pubmed,adenosine,2019-10-01,836
pubmed,adenosine,2019-11-01,819
pubmed,adenosine,2019-12-01,802
pubmed,adenosine,2020-01-01,1587
pubmed,adenosine,2020-02-01,848
pubmed,adenosine,2020-03-01,805
pubmed,adenosine,2020-04-01,881
pubmed,adenosine,2020-05-01,889
pubmed,adenosine,2020-06-01,942
pubmed,adenosine,2020-07-01,937
pubmed,adenosine,2020-08-01,941
pubmed,adenosine,2020-09-01,944
pubmed,adenosine,2020-10-01,962
pubmed,adenosine,2020-11-01,989
pubmed,adenosine,2020-12-01,947
pubmed,adenosine,2021-01-01,1890
pubmed,adenosine,2021-02-01,823
pubmed,adenosine,2021-03-01,968
pubmed,adenosine,2021-04-01,796
pubmed,adenosine,2021-05-01,846
pubmed,adenosine,2021-06-01,883
pubmed,adenosine,2021-07-01,908
pubmed,adenosine,2021-08-01,873
pubmed,adenosine,2021-09-01,895
pubmed,adenosine,2021-10-01,859
pubmed,adenosine,2021-11-01,902
pubmed,adenosine,2021-12-01,931
pubmed,adenosine,2022-01-01,1991
pubmed,adenosine,2022-02-01,836
pubmed,adenosine,2022-03-01,941
pubmed,adenosine,2022-04-01,884
pubmed,adenosine,2022-05-01,936
pubmed,adenosine,2022-06-01,944
pubmed,adenosine,2022-07-01,995
pubmed,adenosine,2022-08-01,1085
pubmed,adenosine,2022-09-01,1167
pubmed,adenosine,2022-10-01,1154
pubmed,adenosine,2022-11-01,983
pubmed,adenosine,2022-12-01,1015
pubmed,adenosine,2023-01-01,1524
pubmed,adenosine,2023-02-01,855
pubmed,adenosine,2023-03-01,864
pubmed,adenosine,2023-04-01,773
pubmed,adenosine,2023-05-01,841
pubmed,adenosine,2023-06-01,814
pubmed,adenosine,2023-07-01,829
pubmed,adenosine,2023-08-01,811
pubmed,adenosine,2023-09-01,827
pubmed,adenosine,2023-10-01,842
pubmed,adenosine,2023-11-01,801
pubmed,adenosine,2023-12-01,950
pubmed,adenosine,2024-01-01,1535
pubmed,adenosine,2024-02-01,887
pubmed,adenosine,2024-03-01,822
pubmed,adenosine,2024-04-01,916
pubmed,adenosine,2024-05-01,913
pubmed,adenosine,2024-06-01,916
pubmed,adenosine,2024-07-01,847
pubmed,adenosine,2024-08-01,949
pubmed,adenosine,2024-09-01,905
pubmed,adenosine,2024-10-01,956
pubmed,adenosine,2024-11-01,880
pubmed,adenosine,2024-12-01,1020
pubmed,adenosine,2025-01-01,1554
pubmed,adenosine,2025-02-01,928
pubmed,adenosine,2025-03-01,931
pubmed,adenosine,2025-04-01,949
pubmed,adenosine,2025-05-01,965
pubmed,adenosine,2025-06-01,931
pubmed,adenosine,2025-07-01,951
pubmed,adenosine,2025-08-01,916
pubmed,adenosine,2025-09-01,896
pubmed,adenosine,2025-10-01,968
pubmed,adenosine,2025-11-01,993
pubmed,adenosine,2025-12-01,1035
pubmed,adenosine,2026-01-01,1451
pubmed,adenosine,2026-02-01,896
pubmed,adenosine,2026-03-01,965
pubmed,adenosine,2026-04-01,927
pubmed,adenosine,2026-05-01,876
pubmed,adenosine,2026-06-01,870
pubmed,adenosine,2026-07-01,758
pubmed,adenosine,2026-08-01,453
pubmed,ascorbic acid,2019-01-01,406
pubmed,ascorbic acid,2019-02-01,218
pubmed,ascorbic acid,2019-03-01,249
pubmed,ascorbic acid,2019-04-01,250
pubmed,ascorbic acid,2019-05-01,256
pubmed,ascorbic acid,2019-06-01,227
pubmed,ascorbic acid,2019-07-01,217
pubmed,ascorbic acid,2019-08-01,240
pubmed,ascorbic acid,2019-09-01,214
pubmed,ascorbic acid,2019-10-01,219
pubmed,ascorbic acid,2019-11-01,234
pubmed,ascorbic acid,2019-12-01,238
pubmed,ascorbic acid,2020-01-01,410
pubmed,ascorbic acid,2020-02-01,257
pubmed,ascorbic acid,2020-03-01,240
pubmed,ascorbic acid,2020-04-01,237
pubmed,ascorbic acid,2020-05-01,204
pubmed,ascorbic acid,2020-06-01,248
pubmed,ascorbic acid,2020-07-01,266
pubmed,ascorbic acid,2020-08-01,255
pubmed,ascorbic acid,2020-09-01,237
pubmed,ascorbic acid,2020-10-01,227
pubmed,ascorbic acid,2020-11-01,251
pubmed,ascorbic acid,2020-12-01,244
pubmed,ascorbic acid,2021-01-01,476
pubmed,ascorbic acid,2021-02-01,266
pubmed,ascorbic acid,2021-03-01,244
pubmed,ascorbic acid,2021-04-01,235
pubmed,ascorbic acid,2021-05-01,230
pubmed,ascorbic acid,2021-06-01,231
pubmed,ascorbic acid,2021-07-01,225
pubmed,ascorbic acid,2021-08-01,229
pubmed,ascorbic acid,2021-09-01,229
pubmed,ascorbic acid,2021-10-01,231
pubmed,ascorbic acid,2021-11-01,206
pubmed,ascorbic acid,2021-12-01,242
pubmed,ascorbic acid,2022-01-01,562
pubmed,ascorbic acid,2022-02-01,238
pubmed,ascorbic acid,2022-03-01,226
pubmed,ascorbic acid,2022-04-01,222
pubmed,ascorbic acid,2022-05-01,248
pubmed,ascorbic acid,2022-06-01,212
pubmed,ascorbic acid,2022-07-01,234
pubmed,ascorbic acid,2022-08-01,246
pubmed,ascorbic acid,2022-09-01,297
pubmed,ascorbic acid,2022-10-01,260
pubmed,ascorbic acid,2022-11-01,249
pubmed,ascorbic acid,2022-12-01,280
pubmed,ascorbic acid,2023-01-01,465
pubmed,ascorbic acid,2023-02-01,254
pubmed,ascorbic acid,2023-03-01,300
pubmed,ascorbic acid,2023-04-01,215
pubmed,ascorbic acid,2023-05-01,276
pubmed,ascorbic acid,2023-06-01,261
pubmed,ascorbic acid,2023-07-01,227
pubmed,ascorbic acid,2023-08-01,243
pubmed,ascorbic acid,2023-09-01,258
pubmed,ascorbic acid,2023-10-01,243
pubmed,ascorbic acid,2023-11-01,232
pubmed,ascorbic acid,2023-12-01,250
pubmed,ascorbic acid,2024-01-01,462
pubmed,ascorbic acid,2024-02-01,224
pubmed,ascorbic acid,2024-03-01,245
pubmed,ascorbic acid,2024-04-01,237
pubmed,ascorbic acid,2024-05-01,264
pubmed,ascorbic acid,2024-06-01,265
pubmed,ascorbic acid,2024-07-01,274
pubmed,ascorbic acid,2024-08-01,244
pubmed,ascorbic acid,2024-09-01,257
pubmed,ascorbic acid,2024-10-01,268
pubmed,ascorbic acid,2024-11-01,300
pubmed,ascorbic acid,2024-12-01,291
pubmed,ascorbic acid,2025-01-01,456
pubmed,ascorbic acid,2025-02-01,259
pubmed,ascorbic acid,2025-03-01,234
pubmed,ascorbic acid,2025-04-01,243
pubmed,ascorbic acid,2025-05-01,302
pubmed,ascorbic acid,2025-06-01,257
pubmed,ascorbic acid,2025-07-01,255
pubmed,ascorbic acid,2025-08-01,200
pubmed,ascorbic acid,2025-09-01,256
pubmed,ascorbic acid,2025-10-01,268
pubmed,ascorbic acid,2025-11-01,275
pubmed,ascorbic acid,2025-12-01,302
pubmed,ascorbic acid,2026-01-01,362
pubmed,ascorbic acid,2026-02-01,236
pubmed,ascorbic acid,2026-03-01,241
pubmed,ascorbic acid,2026-04-01,255
pubmed,ascorbic acid,2026-05-01,230
pubmed,ascorbic acid,2026-06-01,263
pubmed,ascorbic acid,2026-07-01,199
pubmed,ascorbic acid,2026-08-01,120
pubmed,centella asiatica,2019-01-01,11
pubmed,centella asiatica,2019-02-01,7
pubmed,centella asiatica,2019-03-01,9
pubmed,centella asiatica,2019-04-01,8
pubmed,centella asiatica,2019-05-01,10
pubmed,centella asiatica,2019-06-01,8
pubmed,centella asiatica,2019-07-01,7
pubmed,centella asiatica,2019-08-01,7
pubmed,centella asiatica,2019-09-01,6
pubmed,centella asiatica,2019-10-01,7
pubmed,centella asiatica,2019-11-01,6
pubmed,centella asiatica,2019-12-01,9
pubmed,centella asiatica,2020-01-01,30
pubmed,centella asiatica,2020-02-01,11
pubmed,centella asiatica,2020-03-01,7
pubmed,centella asiatica,2020-04-01,11
pubmed,centella asiatica,2020-05-01,11
pubmed,centella asiatica,2020-06-01,16
pubmed,centella asiatica,2020-07-01,12
pubmed,centella asiatica,2020-08-01,4
pubmed,centella asiatica,2020-09-01,12
pubmed,centella asiatica,2020-10-01,15
pubmed,centella asiatica,2020-11-01,12
pubmed,centella asiatica,2020-12-01,9
pubmed,centella asiatica,2021-01-01,36
pubmed,centella asiatica,2021-02-01,6
pubmed,centella asiatica,2021-03-01,11
pubmed,centella asiatica,2021-04-01,12
pubmed,centella asiatica,2021-05-01,5
pubmed,centella asiatica,2021-06-01,11
pubmed,centella asiatica,2021-07-01,9
pubmed,centella asiatica,2021-08-01,7
pubmed,centella asiatica,2021-09-01,9
pubmed,centella asiatica,2021-10-01,16
pubmed,centella asiatica,2021-11-01,13
pubmed,centella asiatica,2021-12-01,11
pubmed,centella asiatica,2022-01-01,31
pubmed,centella asiatica,2022-02-01,9
pubmed,centella asiatica,2022-03-01,13
pubmed,centella asiatica,2022-04-01,4
pubmed,centella asiatica,2022-05-01,11
pubmed,centella asiatica,2022-06-01,11
pubmed,centella asiatica,2022-07-01,5
pubmed,centella asiatica,2022-08-01,13
pubmed,centella asiatica,2022-09-01,14
pubmed,centella asiatica,2022-10-01,9
pubmed,centella asiatica,2022-11-01,14
pubmed,centella asiatica,2022-12-01,17
pubmed,centella asiatica,2023-01-01,24
pubmed,centella asiatica,2023-02-01,12
pubmed,centella asiatica,2023-03-01,10
pubmed,centella asiatica,2023-04-01,10
pubmed,centella asiatica,2023-05-01,9
pubmed,centella asiatica,2023-06-01,14
pubmed,centella asiatica,2023-07-01,12
pubmed,centella asiatica,2023-08-01,12
pubmed,centella asiatica,2023-09-01,13
pubmed,centella asiatica,2023-10-01,14
pubmed,centella asiatica,2023-11-01,10
pubmed,centella asiatica,2023-12-01,14
pubmed,centella asiatica,2024-01-01,45
pubmed,centella asiatica,2024-02-01,11
pubmed,centella asiatica,2024-03-01,12
pubmed,centella asiatica,2024-04-01,12
pubmed,centella asiatica,2024-05-01,10
pubmed,centella asiatica,2024-06-01,9
pubmed,centella asiatica,2024-07-01,15
pubmed,centella asiatica,2024-08-01,9
pubmed,centella asiatica,2024-09-01,19
pubmed,centella asiatica,2024-10-01,13
pubmed,centella asiatica,2024-11-01,12
pubmed,centella asiatica,2024-12-01,17
pubmed,centella asiatica,2025-01-01,40
pubmed,centella asiatica,2025-02-01,17
pubmed,centella asiatica,2025-03-01,5
pubmed,centella asiatica,2025-04-01,15
pubmed,centella asiatica,2025-05-01,18
pubmed,centella asiatica,2025-06-01,14
pubmed,centella asiatica,2025-07-01,24
pubmed,centella asiatica,2025-08-01,21
pubmed,centella asiatica,2025-09-01,27
pubmed,centella asiatica,2025-10-01,17
pubmed,centella asiatica,2025-11-01,17
pubmed,centella asiatica,2025-12-01,18
pubmed,centella asiatica,2026-01-01,32
pubmed,centella asiatica,2026-02-01,23
pubmed,centella asiatica,2026-03-01,12
pubmed,centella asiatica,2026-04-01,9
pubmed,centella asiatica,2026-05-01,13
pubmed,centella asiatica,2026-06-01,20
pubmed,centella asiatica,2026-07-01,19
pubmed,centella asiatica,2026-08-01,4
pubmed,ceramide,2019-01-01,202
pubmed,ceramide,2019-02-01,105
pubmed,ceramide,2019-03-01,123
pubmed,ceramide,2019-04-01,110
pubmed,ceramide,2019-05-01,101
pubmed,ceramide,2019-06-01,97
pubmed,ceramide,2019-07-01,108
pubmed,ceramide,2019-08-01,91
pubmed,ceramide,2019-09-01,85
pubmed,ceramide,2019-10-01,87
pubmed,ceramide,2019-11-01,112
pubmed,ceramide,2019-12-01,75
pubmed,ceramide,2020-01-01,217
pubmed,ceramide,2020-02-01,101
pubmed,ceramide,2020-03-01,112
pubmed,ceramide,2020-04-01,101
pubmed,ceramide,2020-05-01,97
pubmed,ceramide,2020-06-01,97
pubmed,ceramide,2020-07-01,103
pubmed,ceramide,2020-08-01,102
pubmed,ceramide,2020-09-01,118
pubmed,ceramide,2020-10-01,108
pubmed,ceramide,2020-11-01,117
pubmed,ceramide,2020-12-01,102
pubmed,ceramide,2021-01-01,278
pubmed,ceramide,2021-02-01,110
pubmed,ceramide,2021-03-01,104
pubmed,ceramide,2021-04-01,104
pubmed,ceramide,2021-05-01,115
pubmed,ceramide,2021-06-01,100
pubmed,ceramide,2021-07-01,110
pubmed,ceramide,2021-08-01,98
pubmed,ceramide,2021-09-01,123
pubmed,ceramide,2021-10-01,119
pubmed,ceramide,2021-11-01,134
pubmed,ceramide,2021-12-01,118
pubmed,ceramide,2022-01-01,232
pubmed,ceramide,2022-02-01,106
pubmed,ceramide,2022-03-01,133
pubmed,ceramide,2022-04-01,94
pubmed,ceramide,2022-05-01,102
pubmed,ceramide,2022-06-01,107
pubmed,ceramide,2022-07-01,106
pubmed,ceramide,2022-08-01,106
pubmed,ceramide,2022-09-01,127
pubmed,ceramide,2022-10-01,107
pubmed,ceramide,2022-11-01,113
pubmed,ceramide,2022-12-01,116
pubmed,ceramide,2023-01-01,198
pubmed,ceramide,2023-02-01,102
pubmed,ceramide,2023-03-01,114
pubmed,ceramide,2023-04-01,103
pubmed,ceramide,2023-05-01,115
pubmed,ceramide,2023-06-01,108
pubmed,ceramide,2023-07-01,95
